Date,Markowitz MVO,Random Forest,Equal Weight
2016-07-14,1.352449,1.344306,1.202332
2016-07-15,1.350103,1.343121,1.203031
2016-07-18,1.353377,1.343684,1.204687
2016-07-19,1.364486,1.352819,1.205216
2016-07-20,1.368768,1.356047,1.210168
2016-07-21,1.360902,1.349882,1.205614
2016-07-22,1.367801,1.362258,1.210049
2016-07-25,1.364845,1.365284,1.206902
2016-07-26,1.365924,1.371075,1.209827
2016-07-27,1.374014,1.364515,1.209450
2016-07-28,1.380782,1.367379,1.210379
2016-07-29,1.389371,1.376802,1.213485
2016-08-01,1.390923,1.367679,1.208840
2016-08-02,1.382001,1.366658,1.204157
2016-08-03,1.383153,1.365208,1.208633
2016-08-04,1.390261,1.369464,1.210350
2016-08-05,1.401354,1.374732,1.218913
2016-08-08,1.401458,1.377300,1.220645
2016-08-09,1.403811,1.379565,1.221929
2016-08-10,1.401161,1.375270,1.218303
2016-08-11,1.408442,1.383382,1.223476
2016-08-12,1.422962,1.403756,1.228359
2016-08-15,1.420145,1.400988,1.232353
2016-08-16,1.410331,1.392336,1.228806
2016-08-17,1.406589,1.389670,1.229013
2016-08-18,1.409877,1.396556,1.230935
2016-08-19,1.410515,1.392628,1.230063
2016-08-22,1.409775,1.392002,1.229255
2016-08-23,1.414709,1.396185,1.232182
2016-08-24,1.401278,1.387522,1.226266
2016-08-25,1.394467,1.382158,1.225070
2016-08-26,1.392554,1.379819,1.220837
2016-08-29,1.397770,1.387494,1.227322
2016-08-30,1.392154,1.380780,1.225079
2016-08-31,1.387210,1.377516,1.222397
2016-09-01,1.394416,1.384860,1.224611
2016-09-02,1.400116,1.389091,1.229828
2016-09-06,1.402992,1.394686,1.232888
2016-09-07,1.400702,1.395743,1.232108
2016-09-08,1.397478,1.393507,1.229443
2016-09-09,1.356860,1.347784,1.198361
2016-09-12,1.378225,1.371806,1.215931
2016-09-13,1.360676,1.350479,1.199938
2016-09-14,1.367159,1.358225,1.203887
2016-09-15,1.389966,1.379790,1.219491
2016-09-16,1.396367,1.383082,1.216395
2016-09-19,1.400025,1.388907,1.216298
2016-09-20,1.396515,1.386253,1.215101
2016-09-21,1.419936,1.406245,1.227133
2016-09-22,1.431095,1.417660,1.235879
2016-09-23,1.425859,1.408755,1.227599
2016-09-26,1.416589,1.401918,1.218481
2016-09-27,1.433038,1.416254,1.228497
2016-09-28,1.437952,1.433838,1.239275
2016-09-29,1.423740,1.428127,1.229196
2016-09-30,1.434006,1.443195,1.240378
2016-10-03,1.427625,1.435464,1.235525
2016-10-04,1.421650,1.433205,1.229681
2016-10-05,1.420320,1.446978,1.234899
2016-10-06,1.414023,1.445723,1.234355
2016-10-07,1.412616,1.447510,1.226706
2016-10-10,1.423026,1.451578,1.232475
2016-10-11,1.402758,1.439205,1.220137
2016-10-12,1.408456,1.444136,1.224278
2016-10-13,1.404805,1.433088,1.221360
2016-10-14,1.407025,1.444487,1.224584
2016-10-17,1.408302,1.437468,1.222319
2016-10-18,1.428268,1.450115,1.232267
2016-10-19,1.427328,1.452190,1.235215
2016-10-20,1.434949,1.454080,1.233854
2016-10-21,1.438109,1.450693,1.233770
2016-10-24,1.458150,1.466068,1.241736
2016-10-25,1.462331,1.474108,1.242668
2016-10-26,1.454321,1.472120,1.240547
2016-10-27,1.443174,1.457715,1.233683
2016-10-28,1.436660,1.458544,1.231256
2016-10-31,1.446259,1.462209,1.233237
2016-11-01,1.424719,1.442264,1.221593
2016-11-02,1.417155,1.431740,1.213680
2016-11-03,1.407643,1.426117,1.209432
2016-11-04,1.402495,1.423856,1.205673
2016-11-07,1.443799,1.456554,1.235219
2016-11-08,1.448056,1.464992,1.240510
2016-11-09,1.440139,1.479241,1.251227
2016-11-10,1.421631,1.456951,1.247440
2016-11-11,1.494253,1.531641,1.267142
2016-11-14,1.482345,1.509893,1.267694
2016-11-15,1.498804,1.534693,1.279158
2016-11-16,1.524104,1.556163,1.281467
2016-11-17,1.530150,1.554823,1.283525
2016-11-18,1.531330,1.556071,1.282029
2016-11-21,1.535802,1.565356,1.289075
2016-11-22,1.539657,1.578874,1.294817
2016-11-23,1.540177,1.592716,1.301170
2016-11-25,1.543622,1.598517,1.304757
2016-11-28,1.542239,1.595961,1.302889
2016-11-29,1.553300,1.587842,1.307960
2016-11-30,1.542008,1.581877,1.306290
2016-12-01,1.521934,1.563871,1.302833
2016-12-02,1.526034,1.567727,1.301535
2016-12-05,1.539728,1.580380,1.310662
2016-12-06,1.544825,1.590950,1.315251
2016-12-07,1.569210,1.612117,1.337228
2016-12-08,1.563336,1.599588,1.336474
2016-12-09,1.567146,1.604355,1.344425
2016-12-12,1.568273,1.607374,1.345681
2016-12-13,1.582990,1.620217,1.355803
2016-12-14,1.587984,1.621089,1.347842
2016-12-15,1.599673,1.636433,1.356772
2016-12-16,1.616750,1.640954,1.358186
2016-12-19,1.622373,1.649088,1.362509
2016-12-20,1.633143,1.664331,1.366735
2016-12-21,1.630799,1.661762,1.363907
2016-12-22,1.635080,1.670826,1.365258
2016-12-23,1.645409,1.682794,1.369766
2016-12-27,1.668883,1.704779,1.377630
2016-12-28,1.635689,1.670380,1.361987
2016-12-29,1.645777,1.682162,1.364988
2016-12-30,1.628453,1.662195,1.358150
2017-01-03,1.621449,1.656931,1.362783
2017-01-04,1.633254,1.666238,1.365530
2017-01-05,1.628698,1.657325,1.361637
2017-01-06,1.635693,1.665355,1.366619
2017-01-09,1.645170,1.671427,1.363873
2017-01-10,1.635361,1.670270,1.359458
2017-01-11,1.629252,1.670650,1.362632
2017-01-12,1.624150,1.659636,1.358351
2017-01-13,1.621338,1.662565,1.358457
2017-01-17,1.611312,1.641326,1.352040
2017-01-18,1.612261,1.648253,1.351746
2017-01-19,1.617994,1.648694,1.348938
2017-01-20,1.615333,1.658045,1.356244
2017-01-23,1.620761,1.659908,1.355517
2017-01-24,1.619875,1.671289,1.357864
2017-01-25,1.627970,1.686574,1.366429
2017-01-26,1.631245,1.688253,1.366053
2017-01-27,1.638433,1.700928,1.370060
2017-01-30,1.624718,1.681713,1.360227
2017-01-31,1.620184,1.670003,1.352946
2017-02-01,1.645008,1.678945,1.356802
2017-02-02,1.644683,1.684736,1.355825
2017-02-03,1.649008,1.705991,1.367383
2017-02-06,1.655696,1.704361,1.364876
2017-02-07,1.663480,1.707340,1.366912
2017-02-08,1.662130,1.708274,1.366442
2017-02-09,1.661462,1.713534,1.371062
