Date,Markowitz MVO,Random Forest,Equal Weight,Risk Parity
2015-11-12,-0.009769,-0.013494,-0.015035,-0.014816
2015-11-13,-0.012579,-0.004202,-0.006920,-0.006461
2015-11-16,0.018080,0.018013,0.018052,0.018113
2015-11-17,-0.000553,-0.006391,-0.005422,-0.005381
2015-11-18,0.020277,0.021656,0.016909,0.016347
2015-11-19,-0.008555,-0.006929,-0.000590,0.000127
2015-11-20,0.009361,0.006062,0.002477,0.001603
2015-11-23,-0.006109,-0.005454,-0.003668,-0.002833
2015-11-24,0.001585,0.005999,0.003092,0.003346
2015-11-25,-0.000455,-0.000310,-0.001977,-0.002236
2015-11-27,0.003545,0.002255,0.003178,0.003071
2015-11-30,-0.001150,-0.000463,-0.002185,-0.003048
2015-12-01,0.017790,0.013308,0.009404,0.008899
2015-12-02,-0.000856,-0.005957,-0.009513,-0.009387
2015-12-03,-0.012597,-0.012025,-0.012434,-0.011811
2015-12-04,0.028644,0.025297,0.023570,0.023149
2015-12-07,-0.007460,-0.012422,-0.008237,-0.006961
2015-12-08,-0.000975,-0.005550,-0.009747,-0.009869
2015-12-09,-0.012551,-0.009562,-0.007686,-0.007006
2015-12-10,0.005891,0.004639,0.003040,0.002711
2015-12-11,-0.015865,-0.015197,-0.015633,-0.014564
2015-12-14,0.005652,0.005354,0.005290,0.005292
2015-12-15,0.007593,0.011011,0.012742,0.012703
2015-12-16,0.016411,0.007075,0.015987,0.015662
2015-12-17,-0.010674,-0.013324,-0.015296,-0.014845
2015-12-18,-0.020507,-0.020681,-0.018413,-0.018243
2015-12-21,0.011209,0.012204,0.008954,0.008387
2015-12-22,0.006154,0.003680,0.009688,0.009641
2015-12-23,0.008071,0.013493,0.012667,0.012462
2015-12-24,-0.000792,-0.002862,-0.002749,-0.002761
2015-12-28,-0.001394,-0.002827,-0.002468,-0.002331
2015-12-29,0.012066,0.011587,0.010134,0.009747
2015-12-30,-0.006587,-0.009286,-0.007700,-0.007522
2015-12-31,-0.012245,-0.011286,-0.010409,-0.010388
2016-01-04,-0.014201,-0.010826,-0.012582,-0.012403
2016-01-05,0.006374,-0.002880,0.002029,0.002440
2016-01-06,-0.017366,-0.021064,-0.013875,-0.012826
2016-01-07,-0.029224,-0.032899,-0.026044,-0.024318
2016-01-08,-0.010630,-0.004307,-0.009489,-0.009306
2016-01-11,-0.001757,0.005002,-0.000354,-0.000026
2016-01-12,0.013119,0.012214,0.007881,0.007635
2016-01-13,-0.022561,-0.024116,-0.017836,-0.016676
2016-01-14,0.011785,0.014129,0.013142,0.012840
2016-01-15,-0.028540,-0.034121,-0.023139,-0.021730
2016-01-19,0.007069,0.001094,0.004428,0.005314
2016-01-20,0.000331,-0.003186,-0.010756,-0.010915
2016-01-21,-0.000192,-0.000491,0.003904,0.004781
2016-01-22,0.018297,0.028228,0.022348,0.021239
2016-01-25,-0.007354,-0.015516,-0.015545,-0.014274
2016-01-26,0.018305,0.015154,0.021164,0.021435
2016-01-27,-0.010988,-0.019973,-0.009853,-0.008466
2016-01-28,0.001642,0.006036,0.008102,0.007752
2016-01-29,0.041848,0.035703,0.028520,0.026762
2016-02-01,-0.000690,-0.001911,-0.002196,-0.001512
2016-02-02,-0.023992,-0.027384,-0.023138,-0.021510
2016-02-03,0.000675,0.008078,0.014642,0.015080
2016-02-04,0.002397,0.003232,0.008779,0.007653
2016-02-05,-0.032834,-0.025850,-0.012461,-0.010847
2016-02-08,-0.011824,-0.014724,-0.012429,-0.010218
2016-02-09,0.003779,-0.000052,0.001219,0.001555
2016-02-10,0.002697,-0.001602,-0.005778,-0.006161
2016-02-11,-0.006644,-0.008485,-0.015557,-0.014861
2016-02-12,0.011145,0.014856,0.020793,0.019302
2016-02-16,0.024185,0.018922,0.017392,0.015789
2016-02-17,0.018201,0.013816,0.013143,0.012083
2016-02-18,0.017211,0.018057,0.002775,0.002659
2016-02-19,0.003086,0.000938,-0.001074,-0.001098
2016-02-22,0.017402,0.014228,0.010755,0.009934
2016-02-23,-0.009640,-0.013169,-0.013408,-0.012338
2016-02-24,0.003623,0.005554,0.002800,0.002739
2016-02-25,0.009116,0.009677,0.010299,0.010029
